kind	source_ref	source_head	commit_subject	commit_date	run_id	original_path	archive_path	blob_sha
current	evidence/pr439-w3-six-seed-20260922	7347b0452d8143c5b540575b4db1f882302f1988	ci(evidence): run frozen PR439 W3 W6 six-seed corpus	2026-09-23T03:22:12Z	35814050060	.github/workflows/pr439-w3-six-seed-evidence.yml	docs/tracking/evidence/pr439-ref-archive/current/w3-six-seed-20260922/.github/workflows/pr439-w3-six-seed-evidence.yml.txt	25c1cb84188994e4b059c747b1a29513d5ab6697
current	evidence/pr439-w3-six-seed-rerun-20260923	3f391fed45795a9c4f22bc601e187dd2cbe0e39a	ci(evidence): rerun frozen PR439 W3 six-seed corpus at bab4cd4	2026-09-23T21:54:02Z	35925236129	.github/workflows/pr439-w3-six-seed-rerun-evidence.yml	docs/tracking/evidence/pr439-ref-archive/current/w3-six-seed-rerun-20260923/.github/workflows/pr439-w3-six-seed-rerun-evidence.yml.txt	7f85183bbec3aaf001e618ed14dbe82c40197fe1
current	evidence/pr439-w6-postfix-focused	495f9b0ed2eef06b6dffb7f3b09e4e9e0eaae0f3	ci(evidence): run focused PR439 W6 post-fix proof	2026-09-23T03:22:56Z	35814099718	.github/workflows/pr439-w6-postfix-focused.yml	docs/tracking/evidence/pr439-ref-archive/current/w6-postfix-focused/.github/workflows/pr439-w6-postfix-focused.yml.txt	91f64a78bff039bb5c351e0e820864e9ec4be56d
current	evidence/pr439-w6-prefixtest	a6cfa40703c74ca42848ae1deaa44ba99f61fe4d	ci(evidence): prove PR439 W6 regression fails pre-fix	2026-09-23T03:15:43Z	35813627716	.github/workflows/pr439-w6-prefix-evidence.yml	docs/tracking/evidence/pr439-ref-archive/current/w6-prefixtest/.github/workflows/pr439-w6-prefix-evidence.yml.txt	0d6b9c82fbdf240017be5b03f53d6c3066aa54f7
current	evidence/pr439-w6-prefixtest	a6cfa40703c74ca42848ae1deaa44ba99f61fe4d	ci(evidence): prove PR439 W6 regression fails pre-fix	2026-09-23T03:15:43Z	35813627716	src/match-engine/tests/MatchEngineControlledBallW6Tests.cs	docs/tracking/evidence/pr439-ref-archive/current/w6-prefixtest/src/match-engine/tests/MatchEngineControlledBallW6Tests.cs.txt	de053f58c253a2b1f8c7ffc2da30395ef9508a80
history	evidence/pr439-w2-diag-w3	10c65631d1ac17db942ea79df685534dc5026eac	test(evidence): add disposable W2 resolver observer	2026-09-23T15:02:36Z		src/match-engine/MatchEngine.cs	docs/tracking/evidence/pr439-ref-archive/history/w2-diag-w3/10c65631d1ac/src/match-engine/MatchEngine.cs.txt	8fd57c073f2c74ce6ee6f896e73db84b470a9414
history	evidence/pr439-w2-diag-w3	4354ec689b9c89bf8634bb085d6d5cf2263e8208	test(evidence): add W2 three-arm diagnostic	2026-09-23T15:02:42Z		src/match-engine/tests/W2TackleDiagnosticEvidenceTests.cs	docs/tracking/evidence/pr439-ref-archive/history/w2-diag-w3/4354ec689b9c/src/match-engine/tests/W2TackleDiagnosticEvidenceTests.cs.txt	e81e859db5bfa2b4c7a6fd09bee2dab6775b8a11
history	evidence/pr439-w2-diag-w3	754c7ab9bfb4e8916359edea84b34f5fec566be6	ci(evidence): run PR439 W2 diagnostic	2026-09-23T15:02:46Z	35878656931	.github/workflows/pr439-w2-three-arm-diagnostic.yml	docs/tracking/evidence/pr439-ref-archive/history/w2-diag-w3/754c7ab9bfb4/.github/workflows/pr439-w2-three-arm-diagnostic.yml.txt	dec67b35de829d79f9cc6169b5d9139b4ed2d85a
history	evidence/pr439-w3-prearm-20260922	0d0af3dc01e03f9b9d7098b96ea9f1fe87e2e745	tools(evidence): verify pre-W3 structural zero arm	2026-09-23T03:33:58Z		tools/dotnet-ci/parse_foul_card_characterization.py	docs/tracking/evidence/pr439-ref-archive/history/w3-prearm-20260922/0d0af3dc01e0/tools/dotnet-ci/parse_foul_card_characterization.py.txt	e81987356b4a9483d7d6e47f14e17384ca3c179c
history	evidence/pr439-w3-prearm-20260922	50e61f04732f950c74fec512ab378b37e3a4848c	ci(evidence): run governed PR439 pre-W3 six-seed arm	2026-09-23T03:34:32Z	35814874360	.github/workflows/pr439-w3-prearm-evidence.yml	docs/tracking/evidence/pr439-ref-archive/history/w3-prearm-20260922/50e61f04732f/.github/workflows/pr439-w3-prearm-evidence.yml.txt	15e3fad77199afb226ec4db72360d093e78ed2cc
history	evidence/pr439-w3-prearm-20260922	f1bedbe35c12fa0ede8033df5fc072f5ad0a7af9	test(evidence): add governed pre-W3 six-seed census	2026-09-23T03:33:41Z		src/match-engine/tests/FoulRateDiagnosticTests.cs	docs/tracking/evidence/pr439-ref-archive/history/w3-prearm-20260922/f1bedbe35c12/src/match-engine/tests/FoulRateDiagnosticTests.cs.txt	380f9ee34b7ff629b2c57172842437b31e51a25e
history	evidence/pr439-w3-prewire-six-seed	6f2ed037576b4862c0e2f30de19727ba6397c3f3	test(evidence): backport W3 prewire census transform	2026-09-23T03:47:12Z		src/match-engine/tests/FoulRateDiagnosticTests.cs	docs/tracking/evidence/pr439-ref-archive/history/w3-prewire-six-seed/6f2ed037576b/src/match-engine/tests/FoulRateDiagnosticTests.cs.txt	5f2c30f4eda2f05ace6e72a8e61f9432946fd0be
history	evidence/pr439-w3-prewire-six-seed	ccb7bf67dcc745185b80e35cd00b1c2bb07dea2e	tools(evidence): parse prewire W3 zero census	2026-09-23T03:47:27Z		tools/dotnet-ci/parse_foul_card_characterization.py	docs/tracking/evidence/pr439-ref-archive/history/w3-prewire-six-seed/ccb7bf67dcc7/tools/dotnet-ci/parse_foul_card_characterization.py.txt	f8b5fa4b4c8f5b8d3644e5a52eee31573ef4d779
history	evidence/pr439-w6-prefixtest	2f7231d7a7d6bf8cc8f8126f94cab221be961ca4	test(evidence): add W6 resolve-attachment discriminator	2026-09-23T03:15:21Z		src/match-engine/tests/MatchEngineControlledBallW6Tests.cs	docs/tracking/evidence/pr439-ref-archive/history/w6-prefixtest/2f7231d7a7d6/src/match-engine/tests/MatchEngineControlledBallW6Tests.cs.txt	de053f58c253a2b1f8c7ffc2da30395ef9508a80
